MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
3109;59.86;268.74;2781.6;-434.184;-740.551;2.03
3149.4;60.21;270.16;2801.8;-469.111;-740.886;0.95
3189.7;59.32;272.37;2822.1;-503.96;-740.119;1.57
3199.8;61.42;272.26;2827.1;-512.732;-739.765;6.24
3241.7;67.42;275.37;2845.1;-550.371;-737.229;4.75
3280.7;74.58;277.8;2857.8;-586.983;-732.986;5.78
3321.4;82.32;278.66;2866;-626.437;-727.275;5.74
3361.7;85.13;279.03;2870.4;-666.074;-721.107;2.11
3401.3;85.77;280.03;2873.5;-704.915;-714.586;0.9
3442.6;84.22;280.17;2877.1;-745.487;-707.359;1.13
3482.5;82.72;281.07;2881.7;-784.428;-700.058;1.31
3523.2;79.25;283.21;2888;-823.719;-691.61;2.99
3563.5;75.59;285.71;2896.8;-861.75;-681.809;3.28
3604;71.94;287.7;2908.2;-899.07;-670.615;3.04
3644.2;68.44;290.44;2921.8;-934.774;-658.283;3.25
3684.1;62.69;290.52;2938.3;-968.764;-645.589;4.33
3713.9;59.5;289.88;2952.7;-993.284;-636.565;3.26
3754.3;55.27;290.09;2974.4;-1025.21;-624.956;3.15
3794.6;52.2;291.64;2998.3;-1055.631;-613.37;2.46
3835;49.43;295.43;3023.8;-1084.287;-600.911;3
3875.3;47.26;297.94;3050.6;-1111.203;-587.395;2.13
3915.6;45.75;297.73;3078.3;-1137.048;-573.748;1.13
3955.9;42.94;297.66;3107.1;-1161.98;-560.66;2.09
3996.2;41.91;298.05;3136.9;-1186.035;-547.949;0.79
4018.7;40.2;298.08;3153.8;-1199.046;-541.012;2.29
4095;40.2;298.08;3212.1;-1242.526;-517.815;0
