MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
3095.9;67.31;202.55;2666.5;-616.199;-1027.231;0.16
3137.2;65.72;201.61;2683;-630.439;-1062.33;1.31
3177.6;65.37;202.26;2699.7;-644.176;-1096.443;0.51
3217.9;66.49;203.76;2716.1;-658.561;-1130.308;1.32
3258.3;65.99;203.55;2732.4;-673.396;-1164.177;0.4
3298.6;66.24;204.25;2748.7;-688.325;-1197.866;0.51
3339;66.42;205.6;2764.9;-703.919;-1231.42;0.93
3379.4;66.1;204.95;2781.2;-719.709;-1264.86;0.5
3419.7;66.87;201.89;2797.3;-734.391;-1298.765;2.17
3460.1;65.46;201.03;2813.6;-747.912;-1333.156;1.2
3500.5;65.16;201.35;2830.5;-761.18;-1367.38;0.31
3540.8;65.48;203.11;2847.3;-775.034;-1401.275;1.21
3581.2;65.7;202.95;2864;-789.426;-1435.132;0.2
3621.5;66.91;199.87;2880.2;-802.89;-1469.484;2.28
3661.9;62.82;197.67;2897.4;-814.666;-1504.099;3.38
3702.3;57.41;199.75;2917.5;-825.881;-1537.266;4.23
3742.6;55.25;200.14;2939.8;-837.32;-1568.792;1.63
3783;53.1;199.72;2963.5;-848.486;-1599.585;1.62
3823.3;51.77;201.86;2988.1;-859.819;-1629.447;1.6
3863.6;51.32;205.4;3013.1;-872.462;-1658.353;2.09
3904;48.01;210.1;3039.3;-886.764;-1685.604;3.62
3925.9;47.25;210.48;3054;-894.924;-1699.575;1.11
3963.8;45.54;207.99;3080.2;-908.333;-1723.514;1.97
4002.9;44.85;204.69;3107.7;-920.639;-1748.36;1.87
4042.9;44.32;202.03;3136.2;-931.771;-1774.125;1.46
4090;44.32;202.03;3169.9;-944.119;-1804.642;0
