MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
740;14.97;126.52;734.4;56.62;-32.433;0.9
750;15.31;127.07;744.1;58.711;-33.998;1.11
760;15.8;128;753.7;60.837;-35.632;1.65
770;16.34;128.6;763.3;63.009;-37.347;1.69
780;16.87;128.67;772.9;65.242;-39.132;1.59
790;17.5;128.79;782.4;67.547;-40.98;1.89
800;18.4;128.93;792;69.946;-42.914;2.7
810;19.13;128.69;801.4;72.453;-44.93;2.2
820;19.61;128.36;810.9;75.048;-46.996;1.48
830;20.09;128.11;820.3;77.715;-49.097;1.46
840;20.61;127.67;829.6;80.46;-51.233;1.63
850;21.04;126.88;839;83.289;-53.386;1.54
860;21.4;126.14;848.3;86.198;-55.539;1.35
870;21.66;125.36;857.6;89.176;-57.683;1.16
880;21.71;124.64;866.9;92.203;-59.802;0.81
890;21.7;124.31;876.2;95.252;-61.895;0.37
900;21.25;124.06;885.5;98.28;-63.953;1.38
910;20.45;123.59;894.8;101.237;-65.934;2.45
920;19.76;123.32;904.2;104.104;-67.829;2.09
930;19.35;123.24;913.7;106.903;-69.666;1.23
940;19.05;123.04;923.1;109.656;-71.464;0.92
950;18.82;122.42;932.6;112.386;-73.218;0.92
960;18.76;121.53;942;115.118;-74.924;0.88
970;18.76;120.39;951.5;117.876;-76.578;1.1
980;18.83;119.53;961;120.667;-78.187;0.86
990;18.87;118.52;970.4;123.492;-79.755;0.99
1000;18.94;117.69;979.9;126.35;-81.281;0.83
1010;18.99;117.08;989.3;129.236;-82.776;0.61
1020;19.11;116.31;998.8;132.152;-84.242;0.84
1030;19.38;115.18;1008.2;135.121;-85.673;1.38
1040;19.81;113.76;1017.7;138.173;-87.062;1.92
1050;20.19;113.3;1027.1;141.309;-88.427;1.23
1060;20.45;113.25;1036.4;144.499;-89.8;0.78
1070;20.56;113.3;1045.8;147.717;-91.184;0.33
1080;20.72;113.64;1055.2;150.95;-92.588;0.6
1090;20.96;114.82;1064.5;154.194;-94.048;1.45
1100;21.31;116.57;1073.8;157.443;-95.611;2.16
1110;21.8;119.11;1083.1;160.69;-97.327;3.16
1120;22.42;121.45;1092.4;163.939;-99.226;3.23
1130;22.93;122.76;1101.6;167.204;-101.275;2.15
1140;23.46;123.56;1110.8;170.501;-103.429;1.85
1150;24.23;123.79;1120;173.866;-105.671;2.33
1160;25.03;123.68;1129.1;177.331;-107.985;2.4
1170;25.65;123.27;1138.1;180.901;-110.346;1.93
1180;26.32;122.53;1147.1;184.58;-112.725;2.23
1190;26.84;121.79;1156;188.368;-115.107;1.85
1200;27.31;120.99;1164.9;192.254;-117.477;1.78
1210;27.87;120.37;1173.8;196.237;-119.84;1.89
1220;28.39;119.92;1182.6;200.314;-122.208;1.68
1230;29.01;119.62;1191.4;204.482;-124.592;1.91
1240;29.71;119.54;1200.1;208.746;-127.012;2.1
1250;30.28;119.5;1208.8;213.097;-129.476;1.71
1260;30.7;119.42;1217.4;217.514;-131.971;1.27
1270;30.84;119.31;1226;221.973;-134.48;0.45
1280;30.61;119.28;1234.6;226.429;-136.98;0.69
1290;30.14;119.39;1243.2;230.837;-139.457;1.42
1300;29.48;119.45;1251.9;235.167;-141.899;1.98
1310;29.02;119.52;1260.6;239.421;-144.304;1.38
1320;28.79;119.74;1269.3;243.622;-146.693;0.76
1330;28.51;119.93;1278.1;247.781;-149.079;0.88
1340;27.89;120.05;1286.9;251.874;-151.441;1.87
1350;27.26;120.01;1295.8;255.882;-153.757;1.89
1360;27.2;119.88;1304.7;259.846;-156.041;0.25
1370;27.23;119.87;1313.6;263.812;-158.319;0.09
1380;27.38;119.62;1322.5;267.795;-160.595;0.57
1389;27.61;119.41;1330.4;271.413;-162.643;0.84
1390;27.64;119.39;1331.3;271.815;-162.87;0.84
1400;27.93;119.42;1340.2;275.876;-165.159;0.87
1410;28.16;119.41;1349;279.971;-167.468;0.69
1420;28.21;119.23;1357.8;284.09;-169.781;0.3
1430;27.99;119.18;1366.6;288.201;-172.079;0.66
1440;27.72;119.17;1375.5;292.281;-174.357;0.81
1450;27.54;119.15;1384.3;296.33;-176.616;0.54
1460;27.36;119.06;1393.2;300.358;-178.859;0.55
1470;27.29;118.91;1402.1;304.373;-181.083;0.29
1480;27.2;118.89;1411;308.381;-183.295;0.27
1490;27.05;118.75;1419.9;312.376;-185.493;0.49
1500;26.93;118.56;1428.8;316.358;-187.67;0.44
1510;26.85;118.33;1437.7;320.335;-189.824;0.39
1520;26.81;118.13;1446.6;324.312;-191.959;0.3
1530;26.64;118;1455.6;328.28;-194.075;0.54
1540;26.54;117.85;1464.5;332.235;-196.171;0.36
1550;26.52;117.68;1473.5;336.187;-198.252;0.24
1560;26.44;117.6;1482.4;340.137;-200.32;0.26
1570;26.29;117.54;1491.4;344.074;-202.376;0.46
1580;26.2;117.39;1500.3;347.998;-204.415;0.34
1590;26.13;117.3;1509.3;351.914;-206.441;0.24
1600;26.06;117.17;1518.3;355.825;-208.454;0.27
1610;25.95;117.06;1527.3;359.728;-210.452;0.36
1620;25.84;116.89;1536.3;363.62;-212.433;0.4
1630;25.78;116.67;1545.3;367.507;-214.395;0.34
1640;25.69;116.57;1554.3;371.389;-216.34;0.3
1650;25.56;116.39;1563.3;375.26;-218.269;0.45
1660;25.44;116.21;1572.3;379.119;-220.176;0.43
1670;25.43;116.11;1581.4;382.974;-222.07;0.13
1680;25.43;116.03;1590.4;386.831;-223.957;0.1
1690;25.53;116.1;1599.4;390.696;-225.847;0.31
1700;25.86;116.06;1608.4;394.59;-227.753;0.99
1710;26.26;116.26;1617.4;398.533;-229.69;1.23
1720;26.89;116.56;1626.4;402.54;-231.68;1.93
1730;27.5;116.94;1635.3;406.621;-233.737;1.9
1740;28.01;117.15;1644.1;410.769;-235.855;1.56
1750;28.5;117.23;1652.9;414.979;-238.018;1.47
1760;28.97;117.56;1661.7;419.248;-240.23;1.49
1770;29.41;118;1670.4;423.563;-242.503;1.47
1780;29.85;118.48;1679.1;427.918;-244.842;1.5
1790;30.32;118.84;1687.8;432.317;-247.247;1.51
1800;30.7;119.23;1696.4;436.755;-249.711;1.29
1810;31.13;119.68;1705;441.229;-252.237;1.46
1820;31.61;119.95;1713.5;445.745;-254.826;1.5
1830;32.07;120.45;1722;450.305;-257.479;1.59
1840;32.58;121.01;1730.4;454.901;-260.212;1.77
1850;33.17;121.55;1738.8;459.54;-263.03;1.98
1860;33.78;122.26;1747.2;464.222;-265.946;2.17
1870;34.41;122.96;1755.5;468.944;-268.967;2.23
1880;35.08;123.78;1763.7;473.703;-272.102;2.45
1890;35.74;124.55;1771.8;478.497;-275.356;2.39
1900;36.39;124.97;1779.9;483.333;-278.713;2.09
1910;37.11;125.42;1787.9;488.223;-282.161;2.31
1920;37.85;125.91;1795.9;493.166;-285.709;2.39
1930;38.51;126.34;1803.7;498.159;-289.353;2.13
1940;39.27;126.74;1811.5;503.203;-293.091;2.4
1950;40.09;127.17;1819.2;508.305;-296.93;2.59
1960;40.87;127.46;1826.8;513.468;-300.866;2.41
1970;41.72;127.6;1834.3;518.701;-304.886;2.57
1980;42.38;127.57;1841.7;524.009;-308.971;1.98
1990;43.08;127.46;1849.1;529.391;-313.103;2.11
2000;43.74;127.26;1856.4;534.853;-317.273;2.02
2010;44.38;127.07;1863.5;540.395;-321.474;1.96
2020;44.97;126.8;1870.7;546.015;-325.699;1.86
2030;45.09;126.48;1877.7;551.692;-329.921;0.77
2040;44.9;126.27;1884.8;557.385;-334.114;0.72
2050;44.83;126.2;1891.9;563.075;-338.284;0.26
2060;44.96;126.17;1899;568.771;-342.451;0.4
2070;44.98;126.04;1906;574.481;-346.616;0.28
2080;44.96;125.96;1913.1;580.199;-350.77;0.18
2090;44.99;125.95;1920.2;585.92;-354.92;0.09
2100;45.05;125.87;1927.3;591.649;-359.068;0.25
2110;45.04;125.7;1934.3;597.39;-363.207;0.36
2120;45;125.59;1941.4;603.138;-367.329;0.26
2130;45.05;125.55;1948.5;608.893;-371.444;0.17
2140;45.17;125.51;1955.5;614.658;-375.561;0.37
2150;45.15;125.42;1962.6;620.433;-379.675;0.2
2160;44.93;125.42;1969.6;626.2;-383.776;0.66
2170;44.95;125.48;1976.7;631.954;-387.873;0.14
2180;45.03;125.45;1983.8;637.712;-391.975;0.25
2190;44.99;125.31;1990.9;643.478;-396.07;0.32
2200;44.96;125.21;1997.9;649.25;-400.15;0.23
2210;45.07;125.06;2005;655.034;-404.22;0.46
2220;45.12;124.82;2012.1;660.84;-408.277;0.53
2230;45.17;124.56;2019.1;666.669;-412.311;0.57
2240;45.31;124.29;2026.2;672.526;-416.325;0.71
2250;45.35;124.14;2033.2;678.407;-420.324;0.34
2260;45.14;124.16;2040.2;684.284;-424.311;0.63
2270;44.93;124.15;2047.3;690.139;-428.283;0.63
2280;44.92;124.2;2054.4;695.981;-432.25;0.11
2290;44.98;124.16;2061.4;701.826;-436.219;0.2
2300;44.91;124.07;2068.5;707.674;-440.181;0.28
2310;45.14;124.09;2075.6;713.533;-444.145;0.69
2320;45.51;124.06;2082.6;719.424;-448.129;1.11
2330;45.53;124.14;2089.6;725.332;-452.129;0.18
2340;45.15;124.04;2096.7;731.222;-456.116;1.16
2350;44.84;124.02;2103.7;737.082;-460.073;0.93
2360;45.06;124.05;2110.8;742.937;-464.027;0.66
2370;45.16;124.09;2117.9;748.805;-467.996;0.31
2380;44.89;124.15;2124.9;754.662;-471.964;0.82
2390;44.97;124.28;2132;760.502;-475.935;0.37
2400;45.21;124.34;2139.1;766.352;-479.927;0.73
2410;45.38;124.58;2146.1;772.212;-483.949;0.72
2420;45.14;124.85;2153.1;778.05;-487.994;0.92
2430;45.02;125.03;2160.2;783.855;-492.049;0.53
2440;45.17;125.07;2167.3;789.653;-496.117;0.46
2450;45.03;125.06;2174.3;795.451;-500.186;0.42
2460;44.94;124.92;2181.4;801.243;-504.24;0.4
2470;44.92;124.87;2188.5;807.035;-508.28;0.12
2480;44.93;124.99;2195.6;812.825;-512.324;0.26
2490;44.84;124.95;2202.6;818.608;-516.368;0.28
2500;44.8;125.09;2209.7;824.38;-520.413;0.32
2510;44.68;125.1;2216.8;830.14;-524.46;0.36
2520;44.49;125.22;2224;835.878;-528.503;0.62
2530;44.67;125.19;2231.1;841.614;-532.549;0.54
2540;44.71;125.34;2238.2;847.356;-536.609;0.34
2550;44.65;125.31;2245.3;853.093;-540.675;0.19
2560;44.75;125.45;2252.4;858.828;-544.748;0.42
2570;44.84;125.62;2259.5;864.561;-548.843;0.45
2580;44.87;125.68;2266.6;870.292;-552.954;0.16
2590;44.9;125.79;2273.7;876.021;-557.075;0.25
2600;44.72;125.88;2280.8;881.734;-561.201;0.57
2608;44.46;125.97;2286.5;886.279;-564.495;1.02
2610;44.39;125.99;2287.9;887.415;-565.318;1.02
2620;44.49;125.95;2295;893.082;-569.431;0.31
2630;44.76;125.94;2302.2;898.769;-573.554;0.81
2640;44.86;125.88;2309.3;904.477;-577.688;0.33
2650;45.01;125.81;2316.3;910.202;-581.824;0.47
2660;45.09;125.87;2323.4;915.939;-585.968;0.27
2670;45.15;125.98;2330.5;921.677;-590.125;0.3
2680;45.27;125.99;2337.5;927.42;-594.295;0.36
2690;45.33;126.02;2344.5;933.17;-598.474;0.19
2700;45.54;126.2;2351.6;938.926;-602.673;0.74
2710;45.74;126.17;2358.5;944.696;-606.894;0.6
2720;45.86;126.18;2365.5;950.483;-611.125;0.36
2730;45.9;126.29;2372.5;956.274;-615.369;0.27
2740;46.03;126.35;2379.4;962.066;-619.627;0.41
2750;46.22;126.4;2386.4;967.87;-623.902;0.58
2760;46.26;126.46;2393.3;973.681;-628.191;0.18
2770;46.32;126.64;2400.2;979.488;-632.496;0.43
2780;46.52;126.73;2407.1;985.297;-636.823;0.63
2790;46.83;126.63;2413.9;991.132;-641.169;0.96
2800;47;126.73;2420.8;996.989;-645.531;0.56
2810;46.99;126.76;2427.6;1002.849;-649.906;0.07
2820;47.38;126.81;2434.4;1008.724;-654.299;1.18
2830;48.02;126.64;2441.1;1014.652;-658.722;1.96
2840;49.07;126.33;2447.7;1020.678;-663.178;3.23
2850;50.14;126.22;2454.2;1026.818;-667.684;3.22
2860;50.83;126.14;2460.6;1033.045;-672.238;2.08
2870;51.01;125.98;2466.9;1039.32;-676.807;0.66
2880;51.24;125.73;2473.2;1045.63;-681.367;0.9
2890;52.02;125.36;2479.4;1052.009;-685.925;2.5
2900;53.05;125;2485.5;1058.497;-690.498;3.21
2910;53.79;124.82;2491.4;1065.082;-695.093;2.26
2920;54.47;124.63;2497.3;1071.742;-699.709;2.09
2930;55.24;124.38;2503;1078.48;-704.341;2.39
2940;56.18;124.21;2508.7;1085.306;-708.997;2.85
2950;56.9;123.93;2514.2;1092.217;-713.67;2.27
2960;57.46;123.87;2519.6;1099.192;-718.357;1.69
2970;58.29;123.56;2524.9;1106.236;-723.058;2.61
2980;59.29;123.3;2530.1;1113.374;-727.77;3.07
2990;60.01;123.02;2535.1;1120.598;-732.49;2.28
3000;60.49;122.74;2540.1;1127.889;-737.203;1.61
3010;61.29;122.44;2545;1135.251;-741.909;2.53
3020;62.3;121.86;2549.7;1142.712;-746.598;3.4
3030;62.91;121.69;2554.3;1150.26;-751.273;1.89
3040;63.59;121.65;2558.8;1157.86;-755.961;2.04
3050;64.51;121.28;2563.2;1165.529;-760.655;2.93
3060;65.51;121.14;2567.4;1173.281;-765.351;3.02
3070;66.18;121.02;2571.5;1181.096;-770.062;2.04
3080;66.79;120.81;2575.5;1188.963;-774.773;1.92
3090;67.9;120.52;2579.3;1196.9;-779.479;3.43
3100;69.07;120.34;2583;1204.922;-784.191;3.55
3110;69.64;120.09;2586.5;1213.009;-788.9;1.85
3120;70.42;120.01;2589.9;1221.144;-793.607;2.35
3130;71.46;120.03;2593.2;1229.328;-798.335;3.12
3140;71.83;120.16;2596.4;1237.539;-803.094;1.17
3150;72.15;119.95;2599.5;1245.771;-807.857;1.13
3160;72.75;119.9;2602.5;1254.034;-812.614;1.81
3170;73.28;119.86;2605.4;1262.327;-817.378;1.59
3180;73.45;119.87;2608.3;1270.636;-822.149;0.51
3190;73.6;119.88;2611.1;1278.951;-826.926;0.45
3200;74.64;119.9;2613.8;1287.29;-831.719;3.12
3210;75.28;119.9;2616.4;1295.662;-836.533;1.92
3220;75.66;120.01;2618.9;1304.049;-841.367;1.18
3230;76.61;120.15;2621.3;1312.45;-846.233;2.88
3240;77.52;119.97;2623.6;1320.885;-851.115;2.78
3250;78.06;119.96;2625.7;1329.352;-855.996;1.62
3260;78.27;119.88;2627.7;1337.835;-860.878;0.67
3270;78.47;119.8;2629.7;1346.331;-865.752;0.64
3280;79.66;119.87;2631.6;1354.848;-870.637;3.58
3290;80.27;119.95;2633.4;1363.384;-875.547;1.85
3300;80.48;120.06;2635.1;1371.922;-880.477;0.71
3310;80.87;120.05;2636.7;1380.463;-885.419;1.17
3320;82.06;119.97;2638.2;1389.026;-890.365;3.58
3330;82.23;120.4;2639.5;1397.589;-895.346;1.38
3340;82.87;120.69;2640.8;1406.128;-900.385;2.1
3350;83.39;120.89;2642;1414.657;-905.467;1.67
3360;84.45;120.87;2643.1;1423.191;-910.571;3.18
3370;84.59;120.93;2644;1431.733;-915.683;0.46
3380;84.95;121.06;2644.9;1440.269;-920.811;1.15
3390;85.99;121.01;2645.7;1448.811;-925.95;3.12
3400;85.9;121.04;2646.4;1457.359;-931.092;0.28
3410;85.6;121.1;2647.2;1465.901;-936.238;0.92
3420;85.55;121.37;2648;1474.426;-941.408;0.82
3430;86.03;121.83;2648.7;1482.92;-946.634;1.99
3440;85.95;121.95;2649.4;1491.39;-951.904;0.43
3441;85.97;121.96;2649.4;1492.236;-952.433;0.65
3450;86.13;122.07;2650.1;1499.849;-957.192;0.65
3460;86.45;121.97;2650.7;1508.31;-962.483;1.01
3470;86.18;121.91;2651.4;1516.778;-967.762;0.83
3480;85.93;121.92;2652.1;1525.246;-973.036;0.75
3490;85.8;122.49;2652.8;1533.686;-978.352;1.75
3500;85.83;122.79;2653.5;1542.084;-983.731;0.9
3510;86.12;122.81;2654.2;1550.469;-989.135;0.87
3520;85.84;122.86;2654.9;1558.851;-994.544;0.85
3530;85.78;122.9;2655.6;1567.226;-999.958;0.22
3540;86.22;123.03;2656.3;1575.596;-1005.386;1.38
3550;86.14;123.04;2657;1583.961;-1010.825;0.24
3560;85.83;123.11;2657.7;1592.32;-1016.269;0.95
3570;85.96;123.13;2658.4;1600.674;-1021.719;0.39
3580;86.23;123.23;2659.1;1609.024;-1027.179;0.86
3590;86.12;123.25;2659.8;1617.369;-1032.649;0.34
3600;86.14;123.27;2660.4;1625.712;-1038.12;0.08
3610;86.03;123.23;2661.1;1634.055;-1043.591;0.35
3620;86.1;123.08;2661.8;1642.407;-1049.047;0.5
3630;86.18;123.04;2662.5;1650.769;-1054.49;0.27
3640;85.99;122.98;2663.2;1659.135;-1059.925;0.6
3650;86;122.95;2663.9;1667.505;-1065.353;0.09
3660;86.32;122.8;2664.5;1675.885;-1070.769;1.06
3670;85.85;122.53;2665.2;1684.283;-1076.153;1.63
3680;85.76;121.87;2666;1692.723;-1081.468;1.99
3690;86.02;121.35;2666.7;1701.217;-1086.696;1.74
3700;86.3;120.85;2667.3;1709.76;-1091.849;1.72
3710;86.05;120.29;2668;1718.351;-1096.924;1.84
3720;86.23;119.34;2668.7;1727.008;-1101.884;2.89
3730;86.7;118.89;2669.3;1735.728;-1106.741;1.95
3740;86.35;118.65;2669.9;1744.477;-1111.545;1.27
3750;85.93;118.53;2670.6;1753.238;-1116.319;1.31
3760;85.48;118.59;2671.3;1761.996;-1121.087;1.36
3770;85.93;119;2672.1;1770.735;-1125.89;1.82
3780;85.89;119.61;2672.8;1779.433;-1130.772;1.83
3790;85.55;120.05;2673.5;1788.084;-1135.732;1.67
3800;85.75;120.1;2674.3;1796.713;-1140.729;0.62
3810;85.8;120.3;2675;1805.332;-1145.746;0.62
3820;85.46;120.45;2675.8;1813.934;-1150.788;1.11
3830;85.24;120.94;2676.6;1822.505;-1155.876;1.61
3840;85.58;121.76;2677.4;1831.017;-1161.062;2.66
3850;85.72;122.47;2678.2;1839.463;-1166.362;2.16
3860;85.31;122.8;2678.9;1847.858;-1171.739;1.58
3870;85.39;123.16;2679.7;1856.219;-1177.164;1.1
3880;85.88;123.52;2680.5;1864.549;-1182.644;1.82
3890;85.86;123.59;2681.2;1872.861;-1188.157;0.22
3900;85.92;123.62;2681.9;1881.168;-1193.678;0.2
3910;85.81;123.79;2682.7;1889.466;-1199.212;0.61
3920;85.95;123.9;2683.4;1897.75;-1204.768;0.53
3930;85.73;123.96;2684.1;1906.025;-1210.335;0.68
3940;85.71;124.07;2684.9;1914.291;-1215.913;0.33
3950;85.71;124.27;2685.6;1922.541;-1221.514;0.6
3960;85.7;124.43;2686.4;1930.774;-1227.141;0.48
3970;85.38;124.59;2687.1;1938.99;-1232.789;1.07
3980;85.32;124.93;2687.9;1947.178;-1238.471;1.03
3990;85.83;125.21;2688.7;1955.338;-1244.2;1.74
4000;86.07;125.44;2689.4;1963.477;-1249.968;1
4010;85.64;125.34;2690.1;1971.608;-1255.744;1.32
4020;85.44;125.4;2690.9;1979.737;-1261.515;0.63
4030;85.69;125.55;2691.7;1987.856;-1267.301;0.87
4040;85.41;125.84;2692.5;1995.953;-1273.118;1.21
4050;85.24;126.4;2693.3;2004.004;-1278.993;1.75
4060;85.53;126.95;2694.1;2011.999;-1284.947;1.86
4070;86.26;127.34;2694.8;2019.949;-1290.97;2.48
4080;86.62;127.03;2695.4;2027.901;-1297.002;1.42
4090;86.34;124.9;2696;2035.979;-1302.863;6.43
4100;86.47;123.07;2696.7;2044.254;-1308.442;5.49
4110;86.49;121.36;2697.3;2052.698;-1313.763;5.12
4120;86.26;119.4;2697.9;2061.307;-1318.809;5.91
4130;86.04;117.42;2698.6;2070.083;-1323.556;5.96
4140;86.42;115.75;2699.2;2079.006;-1328.022;5.13
4150;86.34;114.12;2699.9;2088.055;-1332.229;4.89
4160;85.94;113.08;2700.5;2097.198;-1336.223;3.34
4170;85.39;113.19;2701.3;2106.367;-1340.141;1.68
4180;85.31;113.86;2702.1;2115.506;-1344.119;2.02
4190;85.27;115;2702.9;2124.58;-1348.241;3.41
4200;85.5;116.66;2703.7;2133.551;-1352.584;5.01
4210;85.83;118.4;2704.5;2142.393;-1357.193;5.3
4220;86.06;119.43;2705.2;2151.124;-1362.016;3.16
4230;85.75;119.82;2705.9;2159.795;-1366.946;1.49
4240;85.67;120.8;2706.7;2168.404;-1371.979;2.94
4250;85.75;122.23;2707.4;2176.905;-1377.191;4.28
4260;85.46;123.61;2708.2;2185.274;-1382.61;4.22
4270;85.41;124.95;2709;2193.511;-1388.224;4.01
4280;85.42;126.33;2709.8;2201.611;-1394.032;4.13
4290;85.86;127.54;2710.5;2209.581;-1400.024;3.85
4300;85.95;128.45;2711.3;2217.442;-1406.164;2.74
4310;85.62;128.94;2712;2225.225;-1412.399;1.77
4320;86.08;129.91;2712.7;2232.93;-1418.733;3.21
4330;86.4;130.43;2713.4;2240.554;-1425.169;1.83
4340;86.13;130.52;2714;2248.145;-1431.647;0.85
4350;85.89;130.6;2714.7;2255.724;-1438.134;0.76
4360;85.98;130.62;2715.4;2263.296;-1444.626;0.28
4370;86.21;130.61;2716.1;2270.87;-1451.121;0.69
4380;86.01;130.64;2716.8;2278.442;-1457.617;0.61
4390;85.7;130.53;2717.5;2286.017;-1464.106;0.99
4400;85.96;130.45;2718.2;2293.602;-1470.582;0.82
4410;85.99;130.51;2718.9;2301.189;-1477.057;0.2
4420;85.9;130.64;2719.6;2308.766;-1483.546;0.47
4430;85.97;130.6;2720.3;2316.337;-1490.04;0.24
4440;86.13;130.48;2721;2323.919;-1496.524;0.6
4450;86.07;130.53;2721.7;2331.505;-1503.004;0.23
4460;86.09;130.64;2722.4;2339.081;-1509.495;0.33
4470;86.06;130.65;2723.1;2346.651;-1515.993;0.09
4480;86.24;130.66;2723.8;2354.22;-1522.493;0.54
4490;86.31;130.86;2724.4;2361.779;-1529.008;0.63
4500;86.86;131;2725;2369.321;-1535.548;1.7
4510;86.82;130.92;2725.6;2376.861;-1542.093;0.27
4520;87.53;131.05;2726;2384.4;-1548.644;2.17
4530;87.97;131.11;2726.4;2391.932;-1555.21;1.33
4540;88.09;131.04;2726.8;2399.466;-1561.777;0.42
4550;88;130.97;2727.1;2407.009;-1568.334;0.34
4560;86.93;130.5;2727.6;2414.578;-1574.853;3.51
4570;85.77;130.03;2728.2;2422.193;-1581.303;3.75
4580;85.83;130.08;2728.9;2429.827;-1587.721;0.23
4590;85.92;130.28;2729.7;2437.447;-1594.156;0.66
4600;85.76;130.48;2730.4;2445.045;-1600.618;0.77
4610;85.73;130.66;2731.1;2452.62;-1607.104;0.55
4620;85.92;130.8;2731.9;2460.178;-1613.611;0.71
4630;86.12;130.97;2732.5;2467.72;-1620.141;0.79
4640;85.71;131.05;2733.3;2475.247;-1626.686;1.25
4650;85.63;131.17;2734;2482.76;-1633.242;0.43
4660;85.8;131.28;2734.8;2490.26;-1639.814;0.61
4670;85.86;131.29;2735.5;2497.755;-1646.395;0.18
4680;85.42;131.21;2736.2;2505.251;-1652.969;1.34
4690;85.22;131.21;2737.1;2512.749;-1659.535;0.6
4700;84.7;131.11;2737.9;2520.249;-1666.092;1.59
4710;83.9;130.82;2738.9;2527.762;-1672.615;2.55
4720;83.23;130.45;2740.1;2535.303;-1679.086;2.29
4730;82.81;130.25;2741.3;2542.868;-1685.513;1.39
4740;82.87;130.18;2742.5;2550.444;-1691.919;0.28
4750;82.45;130.03;2743.8;2558.03;-1698.308;1.34
4760;82.23;129.83;2745.1;2565.63;-1704.67;0.89
4764.1;82.2;129.81;2745.7;2568.743;-1707.265;0.26
4777.6;80.87;130.2;2747.7;2579.001;-1715.874;3.07
4818;77.41;129.45;2755.3;2609.406;-1741.231;2.63
4858.4;73.57;129.36;2765.4;2639.681;-1766.104;2.85
4894.4;69.4;129.21;2776.8;2666.038;-1787.666;3.48
4936.1;64.3;129.21;2793.2;2695.773;-1811.925;3.66
4977.6;58.44;130.74;2813.1;2723.649;-1835.278;4.35
5017.9;54.86;131.27;2835.3;2749.089;-1857.392;2.68
5058.3;54.24;131.85;2858.7;2773.696;-1879.208;0.58
5098.6;54.66;131.86;2882.1;2798.13;-1901.097;0.31
5139;54.49;132.53;2905.5;2822.502;-1923.192;0.42
