MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
145.9;0;0;145.9;0.19;2.698;0
174;0.12;166.21;174;0.197;2.668;0.13
204;0.08;159.79;204;0.212;2.617;0.04
234;0.15;113.27;234;0.255;2.582;0.11
251;0.21;102.44;251;0.313;2.571;0.12
264;0.25;94.15;264;0.357;2.562;0.13
294;0.34;83.77;294;0.512;2.567;0.1
324;0.36;81.51;324;0.695;2.591;0.03
354;0.46;79.36;354;0.909;2.627;0.1
384;0.65;66.92;384;1.186;2.717;0.22
414;1.09;38.86;414;1.522;3.006;0.6
444;2.91;27.73;444;2.056;3.902;1.86
474;4.85;26.01;473.9;2.966;5.716;1.94
504;6.49;27.94;503.8;4.317;8.353;1.66
534;7.69;30.42;533.5;6.128;11.582;1.23
564;6.95;32.03;563.3;8.105;14.85;0.77
594;5.54;30.06;593.1;9.793;17.642;1.42
624;4.9;17.77;623;10.91;20.116;1.29
654;5.08;0.38;652.9;11.31;22.664;1.52
684;5.95;334.67;682.7;10.652;25.4;2.6
714;6.39;320.18;712.6;8.918;28.088;1.61
744;6.8;303.74;742.4;6.373;30.356;1.92
774;8.44;288.2;772.1;2.805;32.029;2.62
804;11.14;278.45;801.7;-2.154;33.143;3.16
834;13.14;272.24;831;-8.43;33.703;2.39
864;14.81;266.26;860.1;-15.664;33.586;2.2
893;14.99;264.04;888.1;-23.093;32.955;0.62
903;14.51;263.13;897.8;-25.622;32.671;1.6
913;14.08;262.05;907.5;-28.071;32.352;1.51
923;13.81;261.01;917.2;-30.455;31.998;1.1
933;13.78;260.55;926.9;-32.809;31.615;0.35
943;13.86;260.53;936.6;-35.165;31.223;0.25
953;13.96;260.58;946.3;-37.536;30.828;0.3
963;14.13;261.38;956;-39.933;30.448;0.77
973;14.43;263.23;965.7;-42.378;30.118;1.65
983;14.7;264.88;975.4;-44.879;29.858;1.47
993;14.91;265.8;985.1;-47.426;29.65;0.96
1003;15.04;266.46;994.7;-50.004;29.476;0.63
1013;15.13;267.49;1004.4;-52.602;29.339;0.85
1023;15.14;268.09;1014;-55.21;29.238;0.47
1033;15.07;268.61;1023.7;-57.815;29.163;0.47
1043;14.54;269.28;1033.4;-60.369;29.116;1.66
1053;14.23;269.64;1043;-62.853;29.092;0.97
1063;14.15;269.65;1052.7;-65.304;29.077;0.23
1073;14.22;269.22;1062.4;-67.754;29.053;0.38
1083;14.38;267.93;1072.1;-70.224;28.991;1.06
1093;14.59;265.82;1081.8;-72.721;28.854;1.71
1103;14.67;263.48;1091.5;-75.236;28.619;1.79
1113;14.82;260.96;1101.2;-77.757;28.274;1.98
1123;15.14;258.59;1110.8;-80.3;27.815;2.08
1133;15.71;256.39;1120.5;-82.896;27.238;2.44
1143;16.43;254.47;1130.1;-85.575;26.541;2.68
1153;17.58;252.27;1139.6;-88.375;25.702;3.95
1163;18.82;250.54;1149.1;-91.335;24.705;4.06
1173;19.84;248.95;1158.6;-94.439;23.558;3.46
1183;20.52;248.22;1168;-97.651;22.298;2.17
1193;20.78;248.08;1177.3;-100.924;20.986;0.8
1203;20.87;248;1186.7;-104.221;19.656;0.29
1213;20.57;248.5;1196;-107.508;18.345;1.05
1223;19.87;249.42;1205.4;-110.734;17.103;2.31
1233;19.22;250.72;1214.8;-113.879;15.962;2.35
1243;18.88;251.85;1224.3;-116.971;14.914;1.51
1253;18.83;252.46;1233.7;-120.047;13.924;0.61
1263;19.07;252.6;1243.2;-123.145;12.949;0.74
1273;19.35;252.6;1252.6;-126.285;11.965;0.84
1283;19.47;252.47;1262.1;-129.456;10.967;0.38
1293;19.09;252.04;1271.5;-132.601;9.961;1.22
1303;17.98;251.23;1281;-135.619;8.96;3.4
1313;16.56;250.46;1290.5;-138.423;7.987;4.33
1323;15.24;250.09;1300.1;-141.002;7.063;3.97
1333;14.36;250.04;1309.8;-143.404;6.192;2.66
1343;14.09;249.89;1319.5;-145.712;5.35;0.79
1353;14.2;248.89;1329.2;-148;4.489;0.8
1357;14.36;248.48;1333.1;-148.925;4.122;1.45
1363;14.61;247.86;1338.9;-150.312;3.572;1.45
1373;15.35;247.18;1348.6;-152.7;2.584;2.27
1383;16.31;246.75;1358.2;-155.211;1.516;2.93
1393;17.11;246.17;1367.8;-157.846;0.368;2.43
1403;17.79;245.4;1377.3;-160.581;-0.862;2.17
1413;18.5;244.47;1386.8;-163.402;-2.182;2.29
1423;19.4;243.27;1396.3;-166.317;-3.613;2.94
1433;20.36;242.01;1405.7;-169.336;-5.177;3.15
1443;21.22;240.96;1415;-172.455;-6.872;2.81
1453;22.14;239.94;1424.3;-175.668;-8.694;2.98
1463;22.83;239.04;1433.5;-178.962;-10.636;2.31
1473;22.85;238.62;1442.8;-182.283;-12.645;0.5
1483;22.44;238.58;1452;-185.568;-14.65;1.24
1493;21.71;239.22;1461.2;-188.786;-16.591;2.3
1503;21.01;240.26;1470.6;-191.932;-18.427;2.37
1513;20.67;241.23;1479.9;-195.036;-20.166;1.45
1523;20.66;242.19;1489.3;-198.143;-21.838;1.01
1533;20.83;243.57;1498.6;-201.295;-23.453;1.55
1543;20.97;245.58;1508;-204.517;-24.984;2.2
1553;21.13;247.64;1517.3;-207.813;-26.409;2.27
1563;21.38;249.38;1526.6;-211.186;-27.737;2.03
1573;21.64;251.07;1535.9;-214.637;-28.977;2.03
1583;21.87;252.47;1545.2;-218.157;-30.136;1.69
1593;22.08;253.27;1554.5;-221.733;-31.238;1.11
1603;22.29;253.5;1563.7;-225.351;-32.318;0.68
1613;22.47;253.52;1573;-229.002;-33.398;0.55
1623;22.66;253.41;1582.2;-232.682;-34.49;0.58
1633;22.93;253.25;1591.4;-236.393;-35.602;0.82
1643;23.2;253.11;1600.6;-240.143;-36.735;0.83
1653;23.4;252.96;1609.8;-243.926;-37.889;0.62
1663;23.53;252.89;1619;-247.732;-39.059;0.42
1673;23.59;252.88;1628.2;-251.553;-40.235;0.18
1683;23.66;252.91;1637.3;-255.383;-41.414;0.2
1693;23.7;252.85;1646.5;-259.22;-42.596;0.14
1703;23.73;252.87;1655.6;-263.063;-43.781;0.1
1713;23.78;252.93;1664.8;-266.913;-44.966;0.16
1723;23.76;252.96;1673.9;-270.766;-46.148;0.06
1733;23.71;252.97;1683.1;-274.615;-47.327;0.15
1743;23.7;253.01;1692.3;-278.46;-48.503;0.07
1753;23.68;253.05;1701.4;-282.303;-49.676;0.06
1763;23.63;252.9;1710.6;-286.139;-50.851;0.25
1773;23.56;252.97;1719.7;-289.966;-52.026;0.22
1783;23.5;252.85;1728.9;-293.781;-53.199;0.23
1793;23.4;252.68;1738.1;-297.582;-54.378;0.36
1803;23.37;252.68;1747.3;-301.371;-55.559;0.1
1813;23.36;252.63;1756.4;-305.156;-56.742;0.06
1823;23.39;252.65;1765.6;-308.943;-57.926;0.09
1833;23.45;252.52;1774.8;-312.736;-59.115;0.24
1843;23.48;252.56;1784;-316.535;-60.31;0.09
1853;23.41;252.72;1793.1;-320.332;-61.497;0.29
1863;23.39;252.72;1802.3;-324.124;-62.677;0.06
1873;23.47;252.78;1811.5;-327.921;-63.856;0.26
1883;23.51;252.91;1820.7;-331.73;-65.031;0.19
1893;23.49;253.11;1829.8;-335.543;-66.197;0.25
1903;23.5;253.09;1839;-339.358;-67.356;0.03
1913;23.55;253.15;1848.2;-343.177;-68.515;0.16
1923;23.58;253.33;1857.3;-347.005;-69.667;0.23
1933;23.56;253.55;1866.5;-350.838;-70.807;0.27
1943;23.58;253.6;1875.7;-354.674;-71.937;0.08
1953;23.57;253.53;1884.8;-358.51;-73.069;0.09
1963;23.19;253.55;1894;-362.316;-74.193;1.15
1973;22.48;253.5;1903.2;-366.038;-75.294;2.12
1983;21.77;253.27;1912.5;-369.647;-76.371;2.14
1993;21.15;252.84;1921.8;-373.147;-77.437;1.93
2003;20.52;252.07;1931.1;-376.539;-78.509;2.05
2013;19.83;251.05;1940.5;-379.811;-79.6;2.32
2023;19.24;249.89;1950;-382.963;-80.717;2.12
2033;18.67;248.97;1959.4;-386.005;-81.858;1.94
2043;18.09;248.27;1968.9;-388.941;-83.007;1.87
2053;17.42;247.76;1978.4;-391.768;-84.148;2.06
2063;16.64;247.57;1988;-394.477;-85.261;2.33
2073;15.74;247.32;1997.6;-397.052;-86.331;2.73
2083;14.82;246.86;2007.2;-399.479;-87.356;2.79
2093;14.11;246.33;2016.9;-401.772;-88.348;2.14
2103;13.55;245.78;2026.6;-403.957;-89.318;1.74
2113;12.56;245.14;2036.4;-406.011;-90.256;3
2123;11.76;244.3;2046.1;-407.916;-91.155;2.46
2133;11.3;243.19;2055.9;-409.709;-92.039;1.51
2143;10.9;242;2065.8;-411.418;-92.925;1.38
2153;10.37;240.37;2075.6;-413.036;-93.814;1.84
2163;9.96;237.45;2085.4;-414.547;-94.724;1.98
2173;9.68;233.8;2095.3;-415.954;-95.686;2.04
2183;9.51;229.85;2105.1;-417.264;-96.715;2.04
2193;9.3;225.13;2115;-418.468;-97.818;2.4
2203;9.2;220.24;2124.9;-419.556;-98.997;2.37
2213;9.1;215.05;2134.8;-420.527;-100.255;2.49
2223;9.02;209.83;2144.6;-421.371;-101.582;2.48
2233;8.95;204.57;2154.5;-422.084;-102.969;2.47
2243;8.91;199.61;2164.4;-422.667;-104.407;2.31
2253;8.98;195.16;2174.3;-423.131;-105.89;2.09
2263;9.11;189.99;2184.1;-423.473;-107.423;2.47
2273;9.31;184.67;2194;-423.676;-109.009;2.62
2283;9.55;179.31;2203.9;-423.732;-110.645;2.74
2293;9.88;174.47;2213.7;-423.639;-112.33;2.64
2303;10.25;171.03;2223.6;-423.418;-114.063;2.12
2313;10.48;167.42;2233.4;-423.081;-115.829;2.06
2323;10.69;163.89;2243.2;-422.625;-117.608;2.05
2333;10.99;161.52;2253.1;-422.065;-119.404;1.61
2343;11.41;158.88;2262.9;-421.407;-121.23;1.97
2353;11.77;156.24;2272.7;-420.64;-123.087;1.93
2363;12.25;153.98;2282.5;-419.763;-124.974;2.01
2373;12.79;151.93;2292.2;-418.777;-126.904;2.1
2383;13.35;149.87;2302;-417.676;-128.879;2.18
2393;14.04;147.62;2311.7;-416.447;-130.902;2.61
2403;14.66;145.72;2321.4;-415.085;-132.972;2.33
2413;15.34;143.81;2331;-413.591;-135.085;2.52
2423;15.89;141.95;2340.7;-411.966;-137.231;2.24
2433;16.32;140.28;2350.3;-410.225;-139.389;1.89
2443;16.72;138.81;2359.8;-408.38;-141.552;1.74
2453;17.17;136.78;2369.4;-406.422;-143.71;2.22
2463;17.67;134.92;2379;-404.336;-145.858;2.26
2464.6;17.75;134.64;2380.4;-404.002;-146.19;2.27
2493.7;18.8;129.52;2408.1;-397.206;-152.311;1.97
2506;19.26;128.37;2419.7;-393.944;-154.81;1.45
2536.1;20.39;125.56;2448;-385.944;-160.941;1.47
2577;21.7;125.92;2486.2;-374.018;-169.525;0.97
2617.9;26.34;124.65;2523.6;-360.412;-179.132;3.42
2658.3;30.56;121.61;2559.1;-344.292;-189.611;3.31
2699.1;33.11;117.41;2593.7;-325.575;-200.173;2.48
2738.8;35.52;115.77;2626.6;-305.53;-210.195;1.95
2779.3;41.25;113.83;2658.2;-282.741;-220.695;4.34
2820;45.33;112.36;2687.9;-257.034;-231.643;3.09
2860;49.2;108.88;2715.1;-229.54;-241.959;3.48
2900.5;51.78;104.36;2740.8;-199.66;-250.854;3.22
2939.7;53.48;102.53;2764.6;-169.309;-258.104;1.71
2980.3;54.35;103.04;2788.5;-137.336;-265.36;0.71
3008.6;54.95;103.4;2804.9;-114.849;-270.643;0.71
3060.6;54.55;99.95;2834.9;-73.258;-279.24;1.64
3081.3;54.06;97.21;2847;-56.702;-281.739;3.31
3113;53.93;96.35;2865.6;-31.196;-284.628;0.67
3136.6;53.84;95.71;2879.5;-12.238;-286.775;0.67
3172.5;53.9;98.14;2900.7;16.551;-290.271;1.64
3216.4;53.86;101.3;2926.6;51.48;-296.254;1.75
3257.1;53.34;103.39;2950.7;83.448;-303.249;1.3
3297.4;53.81;105.77;2974.7;114.849;-311.419;1.47
3337.6;53.1;107.03;2998.6;145.869;-320.547;0.92
3375.4;53.01;106.59;3021.3;174.773;-329.279;0.29
3416.6;53.14;107.02;3046;206.257;-338.787;0.27
3456.2;52.97;106.74;3069.8;236.542;-347.977;0.21
3495.5;52.87;105.59;3093.6;266.708;-356.722;0.7
3519;52.87;105.59;3107.8;284.739;-361.753;0
