MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
1348;9.9;305.52;1336;-110.492;100.609;1.73
1388.7;9.03;293;1376.1;-116.212;104.136;1.65
1468;15.99;273.27;1453.5;-132.872;107.195;3.05
1509.1;17.1;272.45;1492.9;-144.562;107.777;0.83
1547.4;17.12;261.15;1529.5;-155.761;107.15;2.6
1588.8;18.12;249.89;1569;-167.831;103.998;2.57
1627.2;19.44;243.03;1605.4;-179.135;99.046;2.01
1669.4;20.97;234.67;1645;-191.558;91.492;2.32
1710.1;20.97;231.97;1683;-203.236;82.794;0.71
1751.3;20.98;232.49;1721.5;-214.894;73.761;0.14
1791;21.01;231.04;1758.5;-226.066;64.958;0.39
1833.5;21.06;229.16;1798.2;-237.767;55.174;0.48
1873.2;20.99;230.48;1835.3;-248.649;45.985;0.36
1913.9;20.99;232.25;1873.3;-260.036;36.883;0.47
1952.5;21.02;234.84;1909.3;-271.162;28.664;0.72
2032.9;21.59;231.88;1984.2;-294.589;11.228;0.45
2073.6;21.61;231.81;2022;-306.37;1.972;0.02
2115.3;20.99;231.93;2060.9;-318.285;-7.381;0.45
2155.1;17.84;234.16;2098.4;-328.842;-15.348;2.44
2195.5;14.86;235.78;2137.2;-338.144;-21.886;2.24
2235;11.48;240.64;2175.6;-345.761;-26.664;2.7
2275.5;7.8;249.1;2215.6;-351.843;-29.621;2.91
2316.1;5.19;266.14;2255.9;-356.25;-30.728;2.38
2356.1;3.96;307.43;2295.8;-359.153;-30.01;2.57
2397.1;4.71;2.44;2336.7;-360.206;-27.467;2.97
2437.6;7.62;20.98;2376.9;-359.174;-23.297;2.59
2477.8;11.51;27.03;2416.6;-356.396;-17.233;2.99
2501.1;13.26;29.06;2439.3;-354.041;-12.826;2.32
2508;13.79;29.7;2446;-353.105;-11.298;2.39
2548.1;16.86;33.41;2484.7;-347.668;-2.421;2.41
2588.8;20.69;35.44;2523.2;-340.246;8.367;2.86
2629.1;23.86;36.02;2560.5;-331.322;20.763;2.37
2668.7;27.33;36.53;2596.2;-321.198;34.55;2.63
2710.3;30.66;36.83;2632.6;-309.152;50.718;2.4
2750.7;33.68;37.05;2666.8;-296.225;67.907;2.24
2790.8;37.44;37.39;2699.4;-282.119;86.472;2.82
2830.9;41.47;37.47;2730.4;-266.634;106.703;3.02
2870.8;44.49;38.12;2759.6;-249.962;128.193;2.29
2911.1;48.3;38.95;2787.4;-231.781;151.011;2.87
2951.3;51.15;39.44;2813.4;-212.398;174.776;2.15
2991.7;54.13;39.39;2837.9;-192.012;199.582;2.21
3032.1;57.66;40.25;2860.5;-170.59;225.267;2.67
3047;58.92;40.33;2868.1;-162.294;235.03;2.54
3071.3;60.97;40.46;2880.5;-148.763;250.952;2.54
3100.8;62.87;40.45;2894.4;-131.876;270.756;1.93
3141.1;66.74;40.3;2911.6;-108.259;298.532;2.88
3181.8;70.77;40.5;2926.3;-83.678;327.414;2.97
3221.7;75.83;40.95;2937.8;-58.75;356.366;3.82
3262;79.57;40.62;2946.3;-33.035;386.174;2.79
3302.2;82.18;40.33;2952.7;-7.273;416.364;1.96
3342.4;84.06;39.77;2957.5;18.406;446.914;1.46
3382.9;83.37;39.94;2962;44.204;477.818;0.53
3423.4;81.81;39.41;2967.2;69.844;508.728;1.22
3464.2;78.33;40.11;2974.2;95.543;539.618;2.61
3504;77.54;40.24;2982.5;120.651;569.356;0.6
3544.4;77.09;40.5;2991.4;146.18;599.385;0.38
3585.2;74.13;41.17;3001.6;172.017;629.283;2.23
3625.5;69.54;40.96;3014.1;197.166;658.145;3.42
3666;65.98;41.6;3029.4;221.891;686.314;2.67
3706.6;67.37;43.5;3045.5;247.103;713.774;1.65
3745.9;70.53;46.54;3059.6;273.047;739.686;3.24
3786.5;71.07;47.83;3073;301.172;765.743;0.98
3826.8;71.06;50.67;3086.1;330.046;790.622;2
3866.8;69.52;52.2;3099.6;359.486;814.098;1.58
3907.4;69.07;53.3;3113.9;389.716;837.085;0.83
3947.8;69.09;55.53;3128.3;420.403;859.043;1.55
3987.9;69.09;56.45;3142.7;451.454;879.995;0.64
4028;69.15;56.9;3156.9;482.76;900.579;0.32
4069.2;69.11;57.78;3171.6;515.169;921.353;0.6
4079.2;69.09;57.67;3175.2;523.068;926.342;0.31
4087;69.09;57.67;3178;529.225;930.239;0
