MD (m RKB);TVD (m RKB);E/W (m);N/S (m);Section (in)
2093;2016.9;-401.772;-88.348;14
2103;2026.6;-403.957;-89.318;14
2113;2036.4;-406.011;-90.256;14
2123;2046.1;-407.916;-91.155;14
2133;2055.9;-409.709;-92.039;14
2143;2065.8;-411.418;-92.925;14
2153;2075.6;-413.036;-93.814;14
2163;2085.4;-414.547;-94.724;14
2173;2095.3;-415.954;-95.686;14
2183;2105.1;-417.264;-96.715;14
2193;2115;-418.468;-97.818;14
2203;2124.9;-419.556;-98.997;14
2213;2134.8;-420.527;-100.255;14
2223;2144.6;-421.371;-101.582;14
2233;2154.5;-422.084;-102.969;14
2243;2164.4;-422.667;-104.407;14
2253;2174.3;-423.131;-105.89;14
2263;2184.1;-423.473;-107.423;14
2273;2194;-423.676;-109.009;14
2283;2203.9;-423.732;-110.645;14
2293;2213.7;-423.639;-112.33;14
2303;2223.6;-423.418;-114.063;14
2313;2233.4;-423.081;-115.829;14
2323;2243.2;-422.625;-117.608;14
2333;2253.1;-422.065;-119.404;14
2343;2262.9;-421.407;-121.23;14
2353;2272.7;-420.64;-123.087;14
2363;2282.5;-419.763;-124.974;14
2373;2292.2;-418.777;-126.904;14
2383;2302;-417.676;-128.879;14
2393;2311.7;-416.447;-130.902;14
2403;2321.4;-415.085;-132.972;14
2413;2331;-413.591;-135.085;14
2423;2340.7;-411.966;-137.231;14
2433;2350.3;-410.225;-139.389;14
2443;2359.8;-408.38;-141.552;14
2453;2369.4;-406.422;-143.71;14
2463;2379;-404.336;-145.858;14
2464.6;2380.4;-404.002;-146.19;14
2493.7;2408.1;-397.206;-152.311;14
2506;2419.7;-393.944;-154.81;14
2506;2419.7;-393.944;-154.81;9.625
2536.1;2448;-385.944;-160.941;9.625
2577;2486.2;-374.018;-169.525;9.625
2617.9;2523.6;-360.412;-179.132;9.625
2658.3;2559.1;-344.292;-189.611;9.625
2699.1;2593.7;-325.575;-200.173;9.625
2738.8;2626.6;-305.53;-210.195;9.625
2779.3;2658.2;-282.741;-220.695;9.625
2820;2687.9;-257.034;-231.643;9.625
2860;2715.1;-229.54;-241.959;9.625
2900.5;2740.8;-199.66;-250.854;9.625
2939.7;2764.6;-169.309;-258.104;9.625
2980.3;2788.5;-137.336;-265.36;9.625
3008.6;2804.9;-114.849;-270.643;9.625
3060.6;2834.9;-73.258;-279.24;9.625
3081.3;2847;-56.702;-281.739;9.625
3113;2865.6;-31.196;-284.628;9.625
3113;2865.6;-31.196;-284.628;7
3136.6;2879.5;-12.238;-286.775;7
3172.5;2900.7;16.551;-290.271;7
3216.4;2926.6;51.48;-296.254;7
3257.1;2950.7;83.448;-303.249;7
3297.4;2974.7;114.849;-311.419;7
3337.6;2998.6;145.869;-320.547;7
3375.4;3021.3;174.773;-329.279;7
3416.6;3046;206.257;-338.787;7
3456.2;3069.8;236.542;-347.977;7
3495.5;3093.6;266.708;-356.722;7
3519;3107.8;284.739;-361.753;7
