MD (m RKB);TVD (m RKB);E/W (m);N/S (m);Section (in)
145.9;145.9;0.19;2.698;30
174;174;0.197;2.668;30
204;204;0.212;2.617;30
234;234;0.255;2.582;30
251;251;0.313;2.571;30
251;251;0.313;2.571;20
264;264;0.357;2.562;20
294;294;0.512;2.567;20
324;324;0.695;2.591;20
354;354;0.909;2.627;20
384;384;1.186;2.717;20
414;414;1.522;3.006;20
444;444;2.056;3.902;20
474;473.9;2.966;5.716;20
504;503.8;4.317;8.353;20
534;533.5;6.128;11.582;20
564;563.3;8.105;14.85;20
594;593.1;9.793;17.642;20
624;623;10.91;20.116;20
654;652.9;11.31;22.664;20
684;682.7;10.652;25.4;20
714;712.6;8.918;28.088;20
744;742.4;6.373;30.356;20
774;772.1;2.805;32.029;20
804;801.7;-2.154;33.143;20
834;831;-8.43;33.703;20
864;860.1;-15.664;33.586;20
893;888.1;-23.093;32.955;20
903;897.8;-25.622;32.671;20
913;907.5;-28.071;32.352;20
923;917.2;-30.455;31.998;20
933;926.9;-32.809;31.615;20
943;936.6;-35.165;31.223;20
953;946.3;-37.536;30.828;20
963;956;-39.933;30.448;20
973;965.7;-42.378;30.118;20
983;975.4;-44.879;29.858;20
993;985.1;-47.426;29.65;20
1003;994.7;-50.004;29.476;20
1013;1004.4;-52.602;29.339;20
1023;1014;-55.21;29.238;20
1033;1023.7;-57.815;29.163;20
1043;1033.4;-60.369;29.116;20
1053;1043;-62.853;29.092;20
1063;1052.7;-65.304;29.077;20
1073;1062.4;-67.754;29.053;20
1083;1072.1;-70.224;28.991;20
1093;1081.8;-72.721;28.854;20
1103;1091.5;-75.236;28.619;20
1113;1101.2;-77.757;28.274;20
1123;1110.8;-80.3;27.815;20
1133;1120.5;-82.896;27.238;20
1143;1130.1;-85.575;26.541;20
1153;1139.6;-88.375;25.702;20
1163;1149.1;-91.335;24.705;20
1173;1158.6;-94.439;23.558;20
1183;1168;-97.651;22.298;20
1193;1177.3;-100.924;20.986;20
1203;1186.7;-104.221;19.656;20
1213;1196;-107.508;18.345;20
1223;1205.4;-110.734;17.103;20
1233;1214.8;-113.879;15.962;20
1243;1224.3;-116.971;14.914;20
1253;1233.7;-120.047;13.924;20
1263;1243.2;-123.145;12.949;20
1273;1252.6;-126.285;11.965;20
1283;1262.1;-129.456;10.967;20
1293;1271.5;-132.601;9.961;20
1303;1281;-135.619;8.96;20
1313;1290.5;-138.423;7.987;20
1323;1300.1;-141.002;7.063;20
1333;1309.8;-143.404;6.192;20
1343;1319.5;-145.712;5.35;20
1353;1329.2;-148;4.489;20
1357;1333.1;-148.925;4.122;20
1357;1333.1;-148.925;4.122;14
1363;1338.9;-150.312;3.572;14
1373;1348.6;-152.7;2.584;14
1383;1358.2;-155.211;1.516;14
1393;1367.8;-157.846;0.368;14
1403;1377.3;-160.581;-0.862;14
1413;1386.8;-163.402;-2.182;14
1423;1396.3;-166.317;-3.613;14
1433;1405.7;-169.336;-5.177;14
1443;1415;-172.455;-6.872;14
1453;1424.3;-175.668;-8.694;14
1463;1433.5;-178.962;-10.636;14
1473;1442.8;-182.283;-12.645;14
1483;1452;-185.568;-14.65;14
1493;1461.2;-188.786;-16.591;14
1503;1470.6;-191.932;-18.427;14
1513;1479.9;-195.036;-20.166;14
1523;1489.3;-198.143;-21.838;14
1533;1498.6;-201.295;-23.453;14
1543;1508;-204.517;-24.984;14
1553;1517.3;-207.813;-26.409;14
1563;1526.6;-211.186;-27.737;14
1573;1535.9;-214.637;-28.977;14
1583;1545.2;-218.157;-30.136;14
1593;1554.5;-221.733;-31.238;14
1603;1563.7;-225.351;-32.318;14
1613;1573;-229.002;-33.398;14
1623;1582.2;-232.682;-34.49;14
1633;1591.4;-236.393;-35.602;14
1643;1600.6;-240.143;-36.735;14
1653;1609.8;-243.926;-37.889;14
1663;1619;-247.732;-39.059;14
1673;1628.2;-251.553;-40.235;14
1683;1637.3;-255.383;-41.414;14
1693;1646.5;-259.22;-42.596;14
1703;1655.6;-263.063;-43.781;14
1713;1664.8;-266.913;-44.966;14
1723;1673.9;-270.766;-46.148;14
1733;1683.1;-274.615;-47.327;14
1743;1692.3;-278.46;-48.503;14
1753;1701.4;-282.303;-49.676;14
1763;1710.6;-286.139;-50.851;14
1773;1719.7;-289.966;-52.026;14
1783;1728.9;-293.781;-53.199;14
1793;1738.1;-297.582;-54.378;14
1803;1747.3;-301.371;-55.559;14
1813;1756.4;-305.156;-56.742;14
1823;1765.6;-308.943;-57.926;14
1833;1774.8;-312.736;-59.115;14
1843;1784;-316.535;-60.31;14
1853;1793.1;-320.332;-61.497;14
1863;1802.3;-324.124;-62.677;14
1873;1811.5;-327.921;-63.856;14
1883;1820.7;-331.73;-65.031;14
1893;1829.8;-335.543;-66.197;14
1903;1839;-339.358;-67.356;14
1913;1848.2;-343.177;-68.515;14
1923;1857.3;-347.005;-69.667;14
1933;1866.5;-350.838;-70.807;14
1943;1875.7;-354.674;-71.937;14
1953;1884.8;-358.51;-73.069;14
1963;1894;-362.316;-74.193;14
1973;1903.2;-366.038;-75.294;14
1983;1912.5;-369.647;-76.371;14
1993;1921.8;-373.147;-77.437;14
2003;1931.1;-376.539;-78.509;14
2013;1940.5;-379.811;-79.6;14
2023;1950;-382.963;-80.717;14
2033;1959.4;-386.005;-81.858;14
2043;1968.9;-388.941;-83.007;14
2053;1978.4;-391.768;-84.148;14
2063;1988;-394.477;-85.261;14
2073;1997.6;-397.052;-86.331;14
2083;2007.2;-399.479;-87.356;14
