MD (m RKB);TVD (m RKB);E/W (m);N/S (m);Section (in)
145.9;145.9;2.418;-1.213;30
155.1;155.1;2.419;-1.199;30
195.4;195.4;2.496;-1.044;30
197;197;2.506;-1.036;30
197;197;2.506;-1.036;20
235.8;235.8;2.75;-0.839;20
276.2;276.2;3.418;-0.474;20
316.6;316.6;4.406;-0.008;20
356.9;356.9;5.541;0.415;20
397.3;397.2;7.448;0.666;20
437.7;437.5;10.228;0.874;20
478;477.7;13.049;1.539;20
518.4;518;15.281;2.794;20
558.7;558.3;16.534;4.225;20
599.1;598.7;16.947;5.171;20
639.5;639.1;17.104;5.468;20
679.8;679.4;17.28;5.518;20
720.2;719.8;17.462;5.562;20
760.5;760.1;17.656;5.59;20
800.9;800.5;17.876;5.561;20
841.3;840.9;18.049;5.368;20
881.7;881.3;18.162;5.053;20
922;921.6;18.243;4.773;20
962.4;962;18.294;4.564;20
1002.8;1002.4;18.343;4.402;20
1043.2;1042.8;18.378;4.248;20
1077;1076.6;18.344;4.119;20
1077;1076.6;18.344;4.119;14
1083.5;1083.1;18.338;4.094;14
1123.9;1123.5;18.236;3.941;14
1164.2;1163.8;18.172;3.795;14
1204.6;1204.2;18.158;3.659;14
1245;1244.6;18.168;3.526;14
1285.4;1285;18.183;3.393;14
1325.8;1325.4;18.2;3.26;14
1366.1;1365.7;18.262;3.157;14
1406.5;1406.1;18.366;3.085;14
1446.8;1446.4;18.47;3.013;14
1487.2;1486.8;18.574;2.939;14
1527.5;1527.1;18.675;2.864;14
1567.9;1567.5;18.775;2.785;14
1608.2;1607.8;18.872;2.704;14
1648.6;1648.2;18.874;2.615;14
1689;1688.6;18.782;2.518;14
1729.3;1728.9;18.688;2.423;14
1769.7;1769.3;18.593;2.329;14
1810;1809.6;18.497;2.236;14
1850.4;1850;18.399;2.145;14
1890.8;1890.4;18.283;2.089;14
1931.1;1930.7;18.151;2.069;14
1971.5;1971.1;18.018;2.052;14
2011.8;2011.4;17.886;2.031;14
2052.5;2052.1;17.762;1.982;14
2092.5;2092.1;17.65;1.952;14
2132.9;2132.5;17.727;2.556;14
2173.2;2172.7;18.261;4.493;14
2213.6;2212.9;19.566;8.494;14
2253.9;2252.8;21.46;13.82;14
2275;2273.7;22.55;16.642;14
2275;2273.7;22.55;16.642;9.625
2294.3;2292.8;23.547;19.224;9.625
2334.6;2332.5;26.072;25.162;9.625
2375;2372.2;29.498;32.256;9.625
2415.3;2411.3;33.907;40.662;9.625
2455.8;2450.2;39.447;50.365;9.625
2496.1;2488.5;46.971;60.455;9.625
2536.5;2526.1;57.626;70.742;9.625
2576.9;2562.4;71.753;81.37;9.625
2617.3;2597.3;88.561;92.849;9.625
2655.9;2629.3;106.204;105.22;9.625
2673.9;2643.8;114.94;111.403;9.625
2707;2669.6;131.859;123.223;9.625
2747.2;2700.4;153.162;137.855;9.625
2784;2728.7;172.594;151.279;9.625
2784;2728.7;172.594;151.279;7
2790.4;2733.6;175.965;153.608;7
2830.8;2763.7;198.258;168.538;7
2870.7;2791.2;222.889;183.78;7
2911.5;2816.4;250.43;200.287;7
2950.8;2837.6;278.697;217.352;7
2991.5;2856.6;309.592;235.807;7
3032.2;2873.4;342.458;252.843;7
3072.8;2888.5;377.519;266.734;7
3112.4;2901.5;413.233;277.964;7
3153.5;2913.3;451.146;288.515;7
3193.7;2922.9;489.066;297.478;7
3233.2;2930.2;527.347;304.074;7
3273.3;2936.6;566.682;308.478;7
3315;2944.5;607.443;311.79;7
3355.4;2955.4;646.231;314.79;7
3395.9;2968.1;684.611;317.763;7
3436.2;2982.1;722.225;320.407;7
3476.5;2998.1;759.226;321.85;7
3514.8;3015.2;793.486;322.147;7
3556;3036.1;828.943;321.727;7
3596.2;3059.5;861.654;320.553;7
3638.1;3086.3;893.724;318.652;7
3678.4;3112.7;924.163;316.605;7
3695;3123.4;936.847;315.779;7
